item_id,genres,title,texto
243000,rpg,Omikron: The Nomad Soul,rpg Omikron: The Nomad Soul
243200,"adventure, indie",Memoria,"adventure, indie Memoria"
243280,"action, indie, strategy",Poöf,"action, indie, strategy Poöf"
243360,"racing, sports",Trackmania² Valley,"racing, sports TrackMania² Valley"
243450,"action, racing, simulation, sports",Urban Trial Freestyle,"action, racing, simulation, sports Urban Trial Freestyle"
243470,"action, adventure",Watch_Dogs™,"action, adventure Watch_Dogs™"
243780,strategy,Pixeljunk™ Monsters Ultimate,strategy PixelJunk™ Monsters Ultimate
243800,"action, racing, sports",Gas Guzzlers Extreme,"action, racing, sports Gas Guzzlers Extreme"
243950,"action, rpg, strategy",Divinity: Dragon Commander,"action, rpg, strategy Divinity: Dragon Commander"
243970,"action, indie, strategy","Invisible, Inc.","action, indie, strategy Invisible, Inc."
244050,"free to play, simulation",Rise Of Flight United,"free to play, simulation Rise of Flight United"
244160,"simulation, strategy",Homeworld Remastered Collection,"simulation, strategy Homeworld Remastered Collection"
244450,"action, simulation, strategy",Men Of War: Assault Squad 2,"action, simulation, strategy Men of War: Assault Squad 2"
244590,"action, indie, sports",Epigenesis,"action, indie, sports Epigenesis"
244630,"action, free to play",Neotokyo,"action, free to play NEOTOKYO"
244710,"adventure, indie",Shelter,"adventure, indie Shelter"
244730,"action, indie",Divekick,"action, indie Divekick"
244770,"action, adventure, indie, rpg, simulation, strategy, early access",Starmade,"action, adventure, indie, rpg, simulation, strategy, early access StarMade"
244810,"action, adventure, casual, indie",Foul Play,"action, adventure, casual, indie Foul Play"
244870,"action, indie",Electronic Super Joy,"action, indie Electronic Super Joy"
244890,"action, indie",Velocity®Ultra,"action, indie Velocity®Ultra"
244930,"free to play, indie, simulation, sports, early access",Snow,"free to play, indie, simulation, sports, early access SNOW"
245150,"adventure, casual, indie",The Novelist,"adventure, casual, indie The Novelist"
245170,"action, indie",Skullgirls,"action, indie Skullgirls"
245175,"action, indie",Skullgirls: Big Band,"action, indie Skullgirls: Big Band"
245280,"action, adventure",Enslaved™: Odyssey To The West™ Premium Edition,"action, adventure ENSLAVED™: Odyssey to the West™ Premium Edition"
245370,strategy,Etherium,strategy Etherium
245390,adventure,"I Have No Mouth, And I Must Scream","adventure I Have No Mouth, and I Must Scream"
245470,"indie, simulation, strategy",Democracy 3,"indie, simulation, strategy Democracy 3"
245490,racing,Trials Fusion™,racing Trials Fusion™
245620,"rpg, simulation, strategy",Tropico 5,"rpg, simulation, strategy Tropico 5"
245910,"action, rpg",Borderlands 2: Headhunter 2: Wattle Gobbler,"action, rpg Borderlands 2: Headhunter 2: Wattle Gobbler"
246070,"adventure, casual, indie",Hack 'N' Slash,"adventure, casual, indie Hack 'n' Slash"
246090,"indie, simulation, strategy",Spacebase Df-9,"indie, simulation, strategy Spacebase DF-9"
246420,"action, indie, strategy",Kingdom Rush,"action, indie, strategy Kingdom Rush"
246580,action,The Typing Of The Dead: Overkill,action The Typing of The Dead: Overkill
246620,"casual, indie, simulation, strategy",Plague Inc: Evolved,"casual, indie, simulation, strategy Plague Inc: Evolved"
246700,"action, indie",Strike Vector,"action, indie Strike Vector"
246840,"action, adventure, rpg",Fate,"action, adventure, rpg FATE"
247000,"indie, rpg, strategy",Talisman: Digital Edition,"indie, rpg, strategy Talisman: Digital Edition"
247020,"action, indie, simulation, strategy","Cook, Serve, Delicious!","action, indie, simulation, strategy Cook, Serve, Delicious!"
247080,"action, indie, rpg",Crypt Of The Necrodancer,"action, indie, rpg Crypt of the NecroDancer"
247140,"casual, indie",Soundodger+,"casual, indie Soundodger+"
247240,"action, adventure, indie",Volgarr The Viking,"action, adventure, indie Volgarr the Viking"
247293,"action, adventure",Saints Row Iv: Dubstep Gun (Remix) Pack,"action, adventure Saints Row IV: Dubstep Gun (Remix) Pack"
247298,"action, adventure",Saints Row Iv - The Super Saints Pack,"action, adventure Saints Row IV - The Super Saints Pack"
247730,"action, indie, massively multiplayer, rpg, simulation",Nether: Resurrected,"action, indie, massively multiplayer, rpg, simulation Nether: Resurrected"
247910,"action, adventure",Sniper Elite: Nazi Zombie Army 2,"action, adventure Sniper Elite: Nazi Zombie Army 2"
247950,"action, rpg",Sacred 3,"action, rpg Sacred 3"
248170,"animation &amp; modeling, education, utilities, web publishing",Clickteam Fusion 2.5,"animation &amp; modeling, education, utilities, web publishing Clickteam Fusion 2.5"
248310,"action, indie",Freedom Planet,"action, indie Freedom Planet"
248350,"action, indie",Omegalodon,"action, indie Omegalodon"
248390,"indie, rpg, simulation, strategy",Craft The World,"indie, rpg, simulation, strategy Craft The World"
248530,"action, adventure, casual, indie, simulation, sports",Depth Hunter 2: Deep Dive,"action, adventure, casual, indie, simulation, sports Depth Hunter 2: Deep Dive"
248570,"action, free to play, indie, strategy",Toribash,"action, free to play, indie, strategy Toribash"
248610,"action, indie, simulation, strategy",Door Kickers,"action, indie, simulation, strategy Door Kickers"
248630,"action, indie, rpg, early access",Kingdoms Rise,"action, indie, rpg, early access Kingdoms Rise"
248650,"adventure, casual, indie",Draw A Stickman: Epic,"adventure, casual, indie Draw a Stickman: EPIC"
248800,"adventure, casual, indie, rpg",Dysfunctional Systems: Learning To Manage Chaos,"adventure, casual, indie, rpg Dysfunctional Systems: Learning to Manage Chaos"
248820,"action, indie, rpg",Risk Of Rain,"action, indie, rpg Risk of Rain"
248860,"indie, rpg, strategy",Neo Scavenger,"indie, rpg, strategy NEO Scavenger"
248970,"action, indie",Vector,"action, indie Vector"
249050,"adventure, indie, rpg, strategy",Dungeon Of The Endless™,"adventure, indie, rpg, strategy Dungeon of the Endless™"
249130,"action, adventure",Lego® Marvel™ Super Heroes,"action, adventure LEGO® Marvel™ Super Heroes"
249190,strategy,Ancient Space,strategy Ancient Space
249330,"indie, simulation, strategy",Unholy Heights,"indie, simulation, strategy Unholy Heights"
249630,"action, adventure, indie, rpg, early access",Delver,"action, adventure, indie, rpg, early access Delver"
249650,"indie, rpg, strategy",Blackguards,"indie, rpg, strategy Blackguards"
249680,"action, adventure",Marlow Briggs And The Mask Of Death,"action, adventure Marlow Briggs and the Mask of Death"
249870,"action, adventure, casual, strategy",Scribblenauts Unmasked: A Dc Comics Adventure,"action, adventure, casual, strategy Scribblenauts Unmasked: A DC Comics Adventure"
249950,"action, adventure, indie, rpg",Forge Quest,"action, adventure, indie, rpg Forge Quest"
250050,"action, adventure, casual, indie",Life Goes On: Done To Death,"action, adventure, casual, indie Life Goes On: Done to Death"
250110,"action, indie",Assault Android Cactus,"action, indie Assault Android Cactus"
250180,action,Metal Slug 3,action METAL SLUG 3
250260,"adventure, indie",Jazzpunk: Director'S Cut,"adventure, indie Jazzpunk: Director's Cut"
250320,adventure,The Wolf Among Us,adventure The Wolf Among Us
250340,"action, indie, simulation",Blockland,"action, indie, simulation Blockland"
250380,indie,Knock-Knock,indie Knock-knock
250400,"action, adventure, rpg",How To Survive,"action, adventure, rpg How to Survive"
250420,"action, adventure, free to play, indie, massively multiplayer, rpg",8Bitmmo,"action, adventure, free to play, indie, massively multiplayer, rpg 8BitMMO"
250460,"casual, indie, simulation",Bridge Constructor,"casual, indie, simulation Bridge Constructor"
250500,"action, adventure, indie",Super Amazing Wagon Adventure,"action, adventure, indie Super Amazing Wagon Adventure"
250520,"indie, rpg",Underrail,"indie, rpg UnderRail"
250580,"action, indie, rpg",Paranautical Activity: Deluxe Atonement Edition,"action, indie, rpg Paranautical Activity: Deluxe Atonement Edition"
250620,"action, adventure, indie",Among The Sleep - Enhanced Edition,"action, adventure, indie Among the Sleep - Enhanced Edition"
250640,"action, indie",Croixleur Sigma,"action, indie Croixleur Sigma"
250760,"action, adventure, indie",Shovel Knight: Treasure Trove,"action, adventure, indie Shovel Knight: Treasure Trove"
250900,action,The Binding Of Isaac: Rebirth,action The Binding of Isaac: Rebirth
251060,strategy,Wargame: Red Dragon,strategy Wargame: Red Dragon
251130,"indie, rpg, strategy",Chroma Squad,"indie, rpg, strategy Chroma Squad"
251150,rpg,The Legend Of Heroes: Trails In The Sky,rpg The Legend of Heroes: Trails in the Sky
251170,adventure,Damned,adventure Damned
251290,rpg,The Legend Of Heroes: Trails In The Sky Sc,rpg The Legend of Heroes: Trails in the Sky SC
251370,"action, indie",Escape Goat,"action, indie Escape Goat"
251430,"adventure, indie",The Inner World,"adventure, indie The Inner World"
251470,"action, indie",Towerfall Ascension,"action, indie TowerFall Ascension"
251630,indie,The Impossible Game,indie The Impossible Game
251730,"adventure, indie, rpg",Legend Of Grimrock 2,"adventure, indie, rpg Legend of Grimrock 2"
251870,adventure,Go! Go! Nippon! ~My First Trip To Japan~,adventure Go! Go! Nippon! ~My First Trip to Japan~
251990,"indie, rpg, simulation, strategy",Long Live The Queen,"indie, rpg, simulation, strategy Long Live The Queen"
252030,"action, indie, rpg",Valdis Story: Abyssal City,"action, indie, rpg Valdis Story: Abyssal City"
252070,"action, indie",Gimbal,"action, indie Gimbal"
252150,"casual, indie",Grimm,"casual, indie Grimm"
252330,"action, adventure, indie",Slender: The Arrival,"action, adventure, indie Slender: The Arrival"
252350,"action, indie",Double Dragon: Neon,"action, indie Double Dragon: Neon"
252410,"action, adventure, indie",Steamworld Dig,"action, adventure, indie SteamWorld Dig"
252490,"action, adventure, indie, massively multiplayer, rpg, early access",Rust,"action, adventure, indie, massively multiplayer, rpg, early access Rust"
252530,simulation,Omsi 2: Steam Edition,simulation OMSI 2: Steam Edition
252630,"action, adventure, indie, rpg",Eldritch,"action, adventure, indie, rpg Eldritch"
252670,"adventure, casual, indie",Nihilumbra,"adventure, casual, indie Nihilumbra"
252770,"action, adventure, indie, rpg, early access",Vox,"action, adventure, indie, rpg, early access Vox"
252950,"action, indie, racing, sports",Rocket League®,"action, indie, racing, sports Rocket League®"
253250,"indie, simulation, strategy, early access",Stonehearth,"indie, simulation, strategy, early access Stonehearth"
253350,"action, adventure",Tiny Barbarian Dx,"action, adventure Tiny Barbarian DX"
253370,"animation &amp; modeling, design &amp; illustration, education, software training, utilities",Axis Game Factory'S Agfpro V3,"animation &amp; modeling, design &amp; illustration, education, software training, utilities Axis Game Factory's AGFPRO v3"
253490,"action, free to play, massively multiplayer, rpg",Cabal Online,"action, free to play, massively multiplayer, rpg CABAL Online"
253510,"indie, strategy",Warmachine: Tactics,"indie, strategy WARMACHINE: Tactics"
253650,"action, casual, indie, simulation",Sparkle 2 Evo,"action, casual, indie, simulation Sparkle 2 Evo"
253690,"action, adventure, casual, indie",Tiny Brains,"action, adventure, casual, indie Tiny Brains"
253710,"action, adventure, free to play, simulation, sports",Thehunter Classic,"action, adventure, free to play, simulation, sports theHunter Classic"
253940,rpg,Septerra Core,rpg Septerra Core
253980,rpg,Enclave,rpg Enclave
254200,"adventure, casual, indie, rpg, simulation, strategy",Fortresscraft Evolved!,"adventure, casual, indie, rpg, simulation, strategy FortressCraft Evolved!"
254440,"casual, indie, simulation, sports, strategy",Pool Nation,"casual, indie, simulation, sports, strategy Pool Nation"
254460,"action, adventure",Obscure,"action, adventure Obscure"
254480,"action, adventure",Obscure Ii (Obscure: The Aftermath),"action, adventure Obscure II (Obscure: The Aftermath)"
254700,"action, adventure",Resident Evil 4 / Biohazard 4,"action, adventure resident evil 4 / biohazard 4"
255070,"action, adventure, indie",Abyss Odyssey,"action, adventure, indie Abyss Odyssey"
255220,"racing, sports",Grid Autosport,"racing, sports GRID Autosport"
255260,simulation,Pro Cycling Manager 2014,simulation Pro Cycling Manager 2014
255300,"adventure, indie",Journey Of A Roach,"adventure, indie Journey of a Roach"
255420,strategy,Magic 2015 - Duels Of The Planeswalkers,strategy Magic 2015 - Duels of the Planeswalkers
255710,"simulation, strategy",Cities: Skylines,"simulation, strategy Cities: Skylines"
256010,"indie, rpg, strategy",Jagged Alliance Flashback,"indie, rpg, strategy Jagged Alliance Flashback"
256070,racing,Truck Racer,racing Truck Racer
256190,action,Enemy Front,action Enemy Front
256290,rpg,Child Of Light,rpg Child of Light
256330,racing,Wrc 4 Fia World Rally Championship,racing WRC 4 FIA World Rally Championship
256370,"racing, simulation, sports",Mxgp - The Official Motocross Videogame,"racing, simulation, sports MXGP - The Official Motocross Videogame"
257030,"action, indie",Project Nimbus,"action, indie Project Nimbus"
257120,"action, indie, strategy",Not The Robots,"action, indie, strategy Not The Robots"
257170,"indie, simulation, strategy",Rebuild 3: Gangs Of Deadsville,"indie, simulation, strategy Rebuild 3: Gangs of Deadsville"
257400,"animation &amp; modeling, design &amp; illustration, utilities, video production",Fuse,"animation &amp; modeling, design &amp; illustration, utilities, video production Fuse"
257510,"action, adventure, indie",The Talos Principle,"action, adventure, indie The Talos Principle"
257710,"casual, free to play, indie",Max Gentlemen,"casual, free to play, indie Max Gentlemen"
257730,"free to play, indie, massively multiplayer, strategy",Infinity Wars: Animated Trading Card Game,"free to play, indie, massively multiplayer, strategy Infinity Wars: Animated Trading Card Game"
257750,"action, adventure, casual, indie",Bloody Trapland,"action, adventure, casual, indie Bloody Trapland"
257850,"action, adventure, indie, rpg",Hyper Light Drifter,"action, adventure, indie, rpg Hyper Light Drifter"
257970,"indie, rpg",Loren The Amazon Princess,"indie, rpg Loren The Amazon Princess"
258010,"action, indie, rpg",Ring Runner: Flight Of The Sages,"action, indie, rpg Ring Runner: Flight of the Sages"
258050,"action, indie, strategy",Survivor Squad,"action, indie, strategy Survivor Squad"
258090,"adventure, indie, rpg",99 Spirits,"adventure, indie, rpg 99 Spirits"
