developer,price,year
"Smiteworks Usa, Llc",4.99,2014
Social Loner Studios,1.99,2011
Larian Studios,14.99,2014
Kardfy Studios,5.99,2014
Eko Software,14.99,2013
Ronimo Games,2.49,2014
Ronimo Games,7.49,2014
Ronimo Games,4.99,2014
Choice Of Games,4.99,2013
Nine Dots Studio,19.99,2014
Psychotic Psoftware,2.99,2014
Aldorlea Games,5.99,2014
Wyrmbyte,19.99,2014
Dovetail Games,19.99,2014
"Darius Bode,Barbara Bode",19.99,2014
Gugila,18.99,2014
Nomad Games,1.99,2014
Rasmus Ljunggren,14.99,2014
Bs1 &Amp; Bsl Team,3.99,2014
Artifex Mundi,9.99,2013
Snack Games,4.99,2014
Lionhead Studios,14.99,2014
Lionhead Studios,34.99,2014
Lionhead Studios,9.99,2014
Arkavi Studios,29.99,2014
Visualarts/Key,9.99,2004
Lucid Games Ltd,4.99,2014
Shortbreak Studios S.C.,2.99,2014
Ripatti Software,6.99,2014
Remimory,0.0,2014
One-Bit Punch,9.99,2014
Electrolyte,6.99,2014
"Cyberconnect2 Co., Ltd.",1.99,2014
"Cyberconnect2 Co., Ltd.",1.99,2014
"Cyberconnect2 Co., Ltd.",29.99,2014
Trickster Arts,6.99,2014
Sonalysts Combat Simulations,9.99,2014
Team 6 Studios,4.99,2007
Brain Bombers,4.99,2011
"Gravvit Ltd,Forbes  Consult Ltd",0.0,2014
"Gravvit Ltd,Forbes  Consult Ltd",8.99,2014
Fledermaus,9.99,2014
"Gravvit Ltd,Forbes Consult Ltd",34.99,2014
"Gravvit Ltd,Forbes  Consult Ltd",49.99,2014
"Gravvit Ltd,Forbes  Consult Ltd",89.99,2014
"Gravvit Ltd,Forbes  Consult Ltd",99.99,2014
"Gravvit Ltd,Forbes  Consult Ltd",99.99,2014
"Gravvit Ltd,Forbes  Consult Ltd",19.99,2014
Amplitude Studios,29.99,2014
Ankama Studio,0.0,2014
Starfish-Sd Inc,9.99,2014
Terri Vellmann,9.99,2014
Maus Software,9.99,2006
Cyanide,9.99,2014
Dynamic Games,3.99,2014
Triumph Studios,11.99,2014
Artery Games,1.99,2014
Ankama Studio,49.99,2014
Ankama Studio,9.99,2014
The Domaginarium,14.99,2014
Inxile Entertainment,39.99,2014
Overdrive,34.99,2014
"Arcen Games, Llc",6.99,2014
"Mindware Co.,Ltd.",14.99,2014
Tasty Stewdios Llc,9.99,2014
Winter Wolves,14.99,2013
Firefly Studios,49.99,2014
Chessbase,39.99,2014
Winter Wolves,0.99,2014
Lucid Games Ltd,3.99,2014
Chessbase,19.99,2014
Creativeforge Games,19.99,2014
Hidden Path Entertainment,14.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Watermelon,14.99,2014
Frogwares,29.99,2014
"Fromsoftware, Inc",9.99,2014
Housemarque,3.99,2014
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",9.99,2014
"Cyberconnect2 Co., Ltd.",1.99,2014
Rob Howland,4.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,11.99,2014
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2014
Final Boss Entertainment,9.99,2014
Scs Software,0.99,2014
Ubisoft - San Francisco,2.99,2014
Minor Key Games,7.99,2014
Jesse Makkonen,4.99,2014
Nival,9.99,2014
Thomson Interactive,39.99,2014
Biart Company Llc,4.99,2014
Longbow Games,4.99,2014
"Smiteworks Usa, Llc",14.99,2014
Cyanide,9.99,2014
Moonrise Interactive,9.99,2013
"Snk Corporation,Dotemu",7.99,2014
"Holden Boyles,Ciprian Stanciu",9.99,2014
Microids,9.99,2011
"Holden Boyles,Ciprian Stanciu",2.99,2014
Magnitude 3,49.99,2014
Papaya Studio,19.99,2010
Papaya Studio,19.99,2010
High Impact Games,19.99,2012
Gamestar,19.99,2014
Disney Interactive,5.99,2011
Eurocom,19.99,2009
Walk Thru Walls Studios,4.99,2014
Cyanide Studio,29.99,2014
Nexon,0.0,2014
Sunside Inc,9.99,2014
Double Fine Productions,14.99,2014
"Redlynx, In Collaboration With  Ubisoft Shanghai, Ubisoft Kiev",4.99,2014
Strategy First,7.99,1999
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",3.99,2014
Urse Games,3.99,2008
"Smiteworks Usa, Llc",4.99,2014
"Smiteworks Usa, Llc",4.99,2014
"Monolith Productions, Inc.",9.99,2003
"Smiteworks Usa, Llc",4.99,2014
Farsight Studios,29.99,2014
Farsight Studios,39.99,2014
Papaya Studio,19.99,2007
Artefacts Studio,4.99,2013
Chicken In The Corn,9.99,2014
Croteam,0.0,2014
Tango Gameworks,9.99,2014
Alkemi,18.99,2017
Tango Gameworks,19.99,2014
Bossa Studios,4.99,2014
Graviteam,14.99,2014
Haemimont Games,3.99,2014
Green Lava Studios,1.99,2014
"David Hensley,Alex Quick",0.0,2014
"Harmonix Music Systems, Inc",9.99,2014
"Harmonix Music Systems, Inc",4.99,2014
Artifex Mundi,9.99,2011
Game-Labs,14.99,2014
Ticonblu,9.99,2014
Niels Bauer Games,9.99,2014
Codemasters,29.99,2014
Smallgreenhill,9.99,2014
Alawar Entertainment,3.99,2011
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2.99,2014
"Microprose Software, Inc",6.99,1989
Proton Studio Inc,9.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Secret Base,12.99,2014
Ubisoft - San Francisco,2.99,2014
Samurai Punk,14.99,2014
Milestone S.R.L.,2.99,2014
Cbe Software S.R.O.,2.99,2014
Carenado,24.99,2014
Ino-Co Plus,4.99,2014
Super Icon Ltd,6.99,2014
Keen Games,2.99,2014
Cbe Software S.R.O.,4.99,2014
Rebellion,1.99,2014
Ronimo Games,4.99,2014
"Skyhook Games,Dovetail Games",9.99,2014
Midnart,9.99,2014
N-Game Studios,14.99,2014
Freehold Games,14.99,2014
Odin Game Studio,19.99,2014
Cross Eaglet,9.99,2014
Propelled Bird Software,14.99,2014
Scs Software,0.99,2014
Lexis Numerique,9.99,2007
Orion Games,2.99,2006
"Expansive Worlds,Avalanche Studios",29.99,2014
"Expansive Worlds,Avalanche Studios",49.99,2014
Ubisoft - San Francisco,11.99,2014
Keys Of Nine Entertainment,9.99,2014
Double Fine Productions,9.99,2014
Terrible Posture Games,4.99,2014
Patrice Meneguzzi,4.99,2014
David Szymanski,1.99,2014
Targem Games,9.99,2014
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2.99,2014
Carenado,24.99,2014
"Dotemu,Dreamforge Intertainment",9.99,1998
Rezoner,4.99,2014
Dovetail Games,19.99,2014
David Szymanski,0.99,2014
Attract Mode Games,9.99,2014
Giants Software,19.99,2014
Entrada Interactive Llc,19.99,2014
Gl33K,2.99,2014
Paradox Development Studio,1.99,2014
Key17 Games,0.99,2014
Okam Studio,14.99,2016
Ageod,24.99,2012
Ageod,3.99,2014
Ageod,3.99,2014
Netmin Games,9.99,2014
"Nicalis, Inc.",14.99,2014
Bohemia Interactive,11.99,2014
Sumo Digital Ltd,5.99,2006
Mind Crew,4.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,7.99,2014
"Smiteworks Usa, Llc",24.99,2014
Tnt Team,6.99,1998
"Microprose Software, Inc",6.99,1995
Ozark Softscape,6.99,1990
"Accolade, Inc",6.99,1996
"Microprose Software, Inc",6.99,1990
Good Games,1.99,2014
Alpha Six Productions,9.99,2014
Winged Sakura Games,4.99,2014
Winged Sakura Games,14.99,2014
Ilikescifi Games,3.99,2014
Bulwark Studios,9.99,2014
Sascha Hartleb,5.99,2014
Freebird Games,3.99,2014
Ino-Co Plus,14.99,2014
Freebird Games,2.99,2014
Sunlight Games,12.99,2014
Ubisoft - San Francisco,11.99,2014
Double Fine Productions,6.99,2014
One More Level,3.99,2014
Codemasters,14.99,2014
Full Control Studios,29.99,2014
Leadwerks Software,29.99,2014
Sean Han Tani,4.99,2014
Moondrop,13.99,2014
Frima Studio,14.99,2014
Frima Studio,3.99,2014
Nexus Game Studios,19.99,2014
Timeslip Softworks,7.99,2014
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",0.99,2014
Naiad Entertainment Llc,4.99,2014
"Tt Games,Feral Interactive (Mac)",2.99,2014
Ubisoft - San Francisco,2.99,2014
"Tt Games,Feral Interactive (Mac)",2.99,2014
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2014
"Smiteworks Usa, Llc",4.99,2014
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",4.99,2014
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",29.99,2014
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",29.99,2014
United Independent Entertainment Gmbh,9.99,2014
Might And Delight,4.99,2014
Colossal Order Ltd.,4.99,2014
Tavern Games,1.99,2014
"Upper One Games,E-Line Media",14.99,2014
Colossal Order Ltd.,4.99,2014
Fatshark,14.99,2014
Z-Software,5.99,2014
Wayforward,4.99,2014
Infinity Plus 2,0.0,2014
"Smiteworks Usa, Llc",7.99,2014
Whitemoon Dreams,0.0,2014
Quaternion Studio,6.99,2014
Studio Whisky Tango Inc.,2.99,2014
Bacon Bandit Games,7.99,2014
Studio Whisky Tango Inc.,9.99,2014
"Romenics,Artaani,Riya",10.99,2014
Vis - Visual Imagination Software,0.0,2014
Milestone S.R.L.,9.99,2014
On Target Simulations,49.99,2013
Fayju,15.99,2014
The Game Creators,79.99,2014
Immersionfx,9.99,2012
Mykhail Konokh,4.99,2014
Badland Studio,19.99,2014
Masthead Studios Ltd,13.99,2014
Wolverine Studios,19.99,2014
Daniel Gill,2.99,2014
Red Hedgehog,9.99,2014
Dovetail Games,12.99,2014
Magicindie,9.99,2014
Dekovir Entertainment,18.99,2014
Axis Game Factory,14.99,2014
Torn Banner Studios,2.99,2014
Hot Lava,13.99,2014
Moenovel,14.99,2013
Portalarium,39.99,2014
Ubisoft - San Francisco,2.99,2014
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",7.99,2014
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",1.99,2014
Archetype Global,9.99,2014
Firaxis Games,2.99,2014
Carenado,24.99,2014
"Cd Projekt Red,Can Explode",9.99,2014
Forge Reply Srl,14.99,2014
Orange_Juice,1.99,2014
Grynsoft,14.99,2014
Kylotonn Entertainment,9.99,2014
Crafty Studios,9.99,2014
Earthworm Games,9.99,2014
Dovetail Games,19.99,2014
Coffee Stain Studios,9.99,2014
Neon Serpent Llc,0.0,2014
Causal Bit Games Inc.,5.99,2014
Neon Serpent Llc,4.99,2014
Dovetail Games,19.99,2014
Dovetail Games,19.99,2014
Zoetrope Interactive,9.99,2010
"Hassey Enterprises, Inc.",0.0,2014
Choice Of Games,5.99,2014
Inertia Game Studios,3.99,2014
Alternative Software Ltd,5.99,2014
Gamious,7.99,2014
Vortal Storm,0.0,2014
Kylotonn,7.99,2005
Victory Works,24.99,2014
"Dejobaan Games, Llc,Popcannibal",14.99,2014
Arrowhead Game Studios,4.99,2014
Flying Wild Hog,19.99,2014
Blamedrop,3.99,2014
Tikipod Ltd,6.99,2014
Benjamin Bryant,0.0,2014
Rob Lach,3.99,2012
Rob Lach,0.99,2014
Rob Lach,3.99,2012
Chessbase,19.99,2013
Great War Team,4.99,2014
Rob Howland,4.99,2014
Square Enix,19.99,2014
Light Echo,2.99,2014
Kintogames,3.99,2014
Vertex4 Entertainment Ltd.,14.99,2014
Dingaling,9.99,2014
Digitalworldentertainment,1.99,2016
Blankmediagames,4.99,2014
Paper Games,7.99,2014
Flat Earth Games,12.99,2014
Aad Productions,14.99,2014
Widdly 2 Diddly,6.99,2014
Actual Tools,24.99,2016
Ubisoft - San Francisco,7.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Ubisoft - San Francisco,2.99,2014
Graviteam,14.99,2014
Graviteam,16.99,2014
Capcom,3.99,2014
Capcom,3.99,2014
Capcom,3.99,2014
Capcom,3.99,2014
Capcom,3.99,2014
Capcom,3.99,2014
Capcom,3.99,2014
"Badfly Interactive, A.S.",4.99,2014
Eversim,4.99,2014
Wisdomtools,8.99,2014
Eversim,19.99,2014
Eversim,9.99,2014
Kojima Productions,19.99,2014
Doubledutch Games,14.99,2016
Dovetail Games,39.99,2014
Duelboot,4.99,2014
Hex Keep,9.99,2014
Shumkov Dmitriy,0.0,2014
Xpec Entertainment Inc.,9.99,2014
Blue Label Studio,0.99,2014
Choice Of Games,9.99,2014
Insgames,0.99,2014
Choice Of Games,6.99,2014
Robtop Games,3.99,2014
1C Wireless,4.99,2014
Colonthree Enterprises,0.99,2014
Dimmdrive Inc.,19.99,2015
Tri.G,2.99,2014
"Forthright Casual Games,Beyond-Limits-Games",2.99,2015
Peter Hrdy,4.99,2015
Johan Aronsson,2.99,2015
Nooner Bear Studio,2.99,2015
Eversim,14.99,2015
Carenado,34.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,13.99,2015
Insgames,0.99,2015
Snails Animation,4.99,2015
Insgames,0.99,2015
Artdink,24.99,2015
Medungeon Ltd.,4.99,2015
Magicindie,9.99,2015
Camel 101,9.99,2015
Breaking Fourth,9.99,2015
Forever Entertainment S. A.,4.99,2015
Eagle Dynamics,9.99,2015
Hcp Games,0.99,2014
Sean Davy,2.99,2015
Crystal Dynamics,4.99,2015
Crystal Dynamics,1.99,2015
Crystal Dynamics,1.99,2015
Swagabyte Games,3.99,2015
Crystal Dynamics,1.99,2015
Coldwood Interactive,9.99,2007
Spiderweb Software,19.99,2015
Orangepixel,4.99,2015
Dovetail Games,19.99,2015
Nyamyam,4.99,2015
Mårten Jonsson,4.99,2015
Uniworlds Game Studios,6.99,2015
"Levels Or Lives,Super Fun Games",7.99,2015
Shaman Games Studio,6.99,2014
"Amaranth Games, Llc",9.99,2015
"Sledgehammer Games,Raven Software",1.99,2015
"Sledgehammer Games,Raven Software",1.99,2015
"Sledgehammer Games,Raven Software",1.99,2015
"Sledgehammer Games,Raven Software",2.99,2015
"Sledgehammer Games,Raven Software",1.99,2015
"Sledgehammer Games,Raven Software",2.99,2015
Kisareth Studios,2.99,2015
Union Workshop,24.99,2015
Huniepot,9.99,2015
Cat5Games,6.99,2015
Invertmouse,0.0,2014
Axis Game Factory Llc,79.99,2013
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",0.99,2015
"Capcom Co., Ltd.",19.99,2015
Gamesare,4.99,2014
Fancy Fish Games,9.99,2015
Fancy Fish Games,4.99,2015
Fancy Fish Games,12.99,2015
Andy Wallace,0.98,2015
Invertmouse,1.99,2015
"Nanmo (Takayuki Yanagihara) @ Fullpowersideattack.Com,Sanodg (Nobuyoshi Sano)",9.99,2015
"Andy Wallace,Nathaniel Chambers",0.99,2015
Beam Team Games,14.99,2015
Gtgd,4.99,2015
Petroglyph,29.99,2015
Invertmouse,0.0,2015
Deck13,9.99,2009
Ivy Games Llc,4.99,2015
Mklab,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,11.99,2015
"Redlynx, In Collaboration With  Ubisoft Shanghai, Ubisoft Kiev",4.99,2015
"2K Australia,Gearbox Software,Aspyr (Mac, Linux)",9.99,2015
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",0.99,2015
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",1.99,2015
Autumn Moon,9.99,2015
Alternative Software Ltd,6.99,2015
Carenado,29.99,2015
Charybdis Ltd,3.99,2015
Alternative Software Ltd,6.99,2015
Nevosoft,4.99,2015
Machine 22,4.99,2013
Encryptique,9.99,2015
Spark Plug Games,0.0,2015
"Mikeypoo'S Games,Roger Levy",0.99,2015
Pastagames,9.99,2015
"Smiteworks Usa, Llc",4.99,2015
"Smiteworks Usa, Llc",4.99,2015
"Smiteworks Usa, Llc",7.99,2015
"Smiteworks Usa, Llc",4.99,2015
"Smiteworks Usa, Llc",4.99,2015
"Smiteworks Usa, Llc",4.99,2015
Rock Paper Games,5.99,2015
"Smiteworks Usa, Llc",5.99,2015
Crystal Dynamics,4.99,2015
Black Shell Games,4.99,2015
Black Shell Games,2.99,2015
Moonlight Mouse,4.99,2015
Alientrap,14.99,2015
Philip Royer,0.99,2015
Back To Basics Gaming,0.99,2015
Alientrap,6.99,2015
Aegon Games,6.99,2015
Juniper Games,7.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Handelabra Games Inc.,1.99,2015
Handelabra Games Inc.,4.99,2015
Doyodo,1.99,2015
Digital Train Model,19.99,2015
Movingblocks,0.0,2015
Endgame Studios,9.99,2015
Smoodlez,7.99,2015
Mayhem Games Usa,4.99,2015
2Sd,9.99,2015
Failbetter Games,18.99,2015
Emmanuel Salva Cruz,2.99,2015
Haemimont Games,3.99,2015
Ago Games,9.99,2015
Ubisoft - San Francisco,7.99,2015
3000Ad,9.99,2015
The Bitfather,9.99,2015
Mad Ram Software,0.99,2014
Huniepot,3.99,2015
Felix Wunderlich,4.99,2015
Targem Games,6.99,2015
Geek Sloth Games,2.99,2015
Shifty Chair Games,0.0,2015
Dennis Esie,4.99,2015
Maltakreuz,9.99,2015
Morozov Sergey,8.99,2015
Dragonhead Studio,39.99,2015
Lunagames,2.99,2015
Sinister,12.99,2015
Thrillion,4.99,2015
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",4.99,2015
Chaphat,29.99,2015
Atmosphere Entertainment Studios,9.99,2015
"Mpr Art Hallucinations,Roger Levy",0.99,2015
Farspace Studios,3.99,2015
"Farspace Studios,Andrew Lloyd",2.99,2015
Liveitgames Llc,1.99,2015
Hyper Hippo Games,4.99,2015
Battenberg Software,3.99,2015
Creative Assembly,7.99,2015
Red Herring Labs,9.99,2015
Defiant Development,19.99,2015
"Tt Games,Feral Interactive (Mac)",2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,11.99,2015
Pringo Dingo Games,1.99,2015
Auroch Digital,5.99,2015
"New Life Interactive, Llc",5.99,2015
Dl Softworks,9.99,2015
"Flashback Games,The Lordz Games Studio",0.0,2015
Glass Bottom Games,14.99,2015
Spasman Games,4.99,2015
Spasman Games,0.0,2014
Rob Howland,4.99,2015
Lonely Troops,7.99,2015
Fourbitfriday,15.99,2015
Doyodo,3.99,2015
Rainbow Games,3.99,2015
Brandon Brizzi,4.99,2015
Lawrence Russell,6.99,2015
Iridium Studios,9.99,2015
"Redlynx, In Collaboration With  Ubisoft Shanghai, Ubisoft Kiev",4.99,2015
Capcom,1.99,2015
Capcom,1.99,2015
Capcom,1.99,2015
Capcom,1.99,2015
Chocolate Liberation Front,6.99,2015
Capcom,1.99,2015
Capcom,9.99,2015
Capcom,1.99,2015
Capcom,1.99,2015
Capcom,1.99,2015
Capcom,2.99,2015
Capcom,2.99,2015
Capcom,2.99,2015
Capcom,1.99,2015
Capcom,2.49,2015
Capcom,2.49,2015
Capcom,2.99,2015
"Capcom Co., Ltd.",5.99,2015
Capcom,4.99,2015
"Flat Earth Games,Epiphany Games",9.99,2015
David Stark,14.99,2015
Loren Lemcke,1.99,2015
"Just Add Water (Developments), Ltd.",0.99,2015
Loading Home,2.99,2015
Leikir Studio,13.99,2015
"Just Add Water (Developments), Ltd.",19.99,2015
"Just Add Water (Developments), Ltd.",2.99,2015
"Alan Hazelden,Benjamin Davis",9.99,2015
"Gearbox Software,Aspyr (Mac)",34.99,2015
Big Ant Studios,9.99,2015
Paradox Development Studio,14.99,2015
Paradox Development Studio,2.49,2015
Anvate Games,2.99,2015
Artifex Mundi,9.99,2014
Hyde Games,4.99,2015
"Alawar Entertainment,Toyman Interactive",6.99,2013
"Upper One Games,E-Line Media",6.99,2015
Idea Factory,6.99,2015
Dimps,39.99,2015
"Koei Tecmo Games Co., Ltd.",49.99,2015
"Koei Tecmo Games Co., Ltd.",9.99,2015
"Koei Tecmo Games Co., Ltd.",4.99,2015
"Koei Tecmo Games Co., Ltd.",7.99,2015
"Koei Tecmo Games Co., Ltd.",2.99,2015
"Koei Tecmo Games Co., Ltd.",2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,11.99,2015
Rock Pocket Games,14.99,2015
"Sledgehammer Games,Raven Software",14.99,2015
Osome Studio,14.99,2015
Chris Mcfarland,3.99,2015
Antiproto,9.99,2015
"Yohan Launay,Frederic Gaillard",0.99,2015
Gameus Inc.,139.92,2015
Gameus Inc.,9.99,2015
Gameus Inc.,29.99,2015
Gameus Inc.,39.99,2015
Capcom,5.99,2015
Clarus Victoria,5.99,2015
Gameus Inc.,49.99,2015
Nomad Games,59.99,2015
Nomad Games,1.99,2015
C63 Industries,9.99,2015
Synthr,4.29,2015
Astro Port,4.99,2015
Primal,6.99,2004
11 Bit Studios,0.99,2015
Might And Delight,14.99,2015
"Jetdogs Studios,Fineway Studios",4.99,2015
Magicindie,9.99,2015
"Deco Digital,Bevel Studios,Yakobo",5.99,2015
"Ubisoft Sofia,Ubisoft Kiev",0.99,2015
Kunos Simulazioni,9.99,2015
Cherry Co. Studios,4.99,2015
"Ubisoft Sofia,Ubisoft Kiev",1.99,2015
Tin Man Games,4.99,2015
Tonguç Bodur,2.99,2015
Dovetail Games,19.99,2015
Camshaft Software,29.99,2015
Firaxis Games,14.99,2015
G-Old,9.99,2015
"Sledgehammer Games,Raven Software",3.99,2015
Carenado,24.99,2015
Idea Factory,8.99,2015
Invertmouse,2.99,2015
Cornfox &Amp; Bros.,14.99,2015
Five Archers Games,9.99,2015
Juggernaut Games,5.99,2015
Grin,9.99,2015
Tom Johnson,14.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Point2Point Entertainment,9.99,2015
Ubisoft - San Francisco,2.99,2015
David Mulder,1.99,2015
Ubisoft - San Francisco,2.99,2015
[Bracket]Games,4.99,2015
Capcom Vancouver,1.99,2015
Pixeljam,3.99,2015
Ascension Entertainment Llc,0.0,2008
Bigmoon Studios,9.99,2015
"Maxwolf,Fox",7.99,2009
Aldorlea Games,3.99,2015
Tml-Studios,19.99,2015
Scs Software,0.99,2015
"Jetdogs Studios,Zoom Out Games",2.99,2015
Kog,9.99,2015
Millenium Project Enterprises,0.0,2001
Aleksander Ciesielski,6.99,2015
Substantial,3.99,2015
Axis Game Factory Llc,29.99,2015
Krome Studios,9.99,2015
Robert Dahlenburg,9.99,2015
Krome Studios,6.99,2015
Cccp,4.99,2014
Creative Assembly,7.99,2015
Tindalos Interactive,9.99,2015
Stardock Entertainment,9.99,2001
"Hammerware, S.R.O.",4.99,2015
Talentplace,0.99,2015
Kiritsu Games,7.99,2015
Rob Howland,4.99,2015
Hydezeke,9.99,2015
Gameus Inc.,19.99,2015
"Black Chicken Studios, Inc.",24.99,2015
Dovetail Games,19.99,2015
Dreadbit,14.99,2015
"Good Morning, Commander",9.99,2015
Alawar Entertainment,6.99,2014
Capcom,14.99,2015
Xlgames,0.0,2015
Haemimont Games,3.99,2015
Artifex Mundi,9.99,2014
Zeiva Inc,4.99,2014
Idea Factory,6.99,2015
"Case In Point Studios, Llc",5.99,2015
Renegade Sector Games,3.99,2012
House Of Tales,14.99,2005
Kidalang,11.99,2015
Dl Softworks,9.99,2015
Strikeworks,14.99,2015
Milestone S.R.L.,39.99,2015
Rail Slave Games,4.99,2015
Leslaw Sliwko,19.99,2015
"Blind Mind Studios,Glacicle",24.99,2015
Burnt Fuse,9.99,2015
Glass Bottom Games,4.99,2013
Glass Bottom Games,2.99,2013
Dancing Dragon Games,4.99,2015
Kittehface Software,1.99,2015
Milestone S.R.L.,3.99,2015
"Filip Victor,Valve",0.0,2015
Moonstone,34.99,2015
Lamplight Studios,4.99,2015
Lamplight Studios,11.99,2015
Timedrop Studios,0.0,2015
Magix Software Gmbh,39.99,2015
"Team Ninja,Koei Tecmo Games Co., Ltd.",24.99,2015
"Team Ninja,Koei Tecmo Games Co., Ltd.",0.0,2015
"Team Ninja,Koei Tecmo Games Co., Ltd.",54.99,2015
"Team Ninja,Koei Tecmo Games Co., Ltd.",64.99,2015
Hyper Hippo Games,0.0,2015
Weird And Wry,9.99,2015
"Toadman Interactive,Fatshark",9.99,2015
Fantasy Flight Games,2.99,2015
Michal Brzozowski,14.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,2.99,2015
Ubisoft - San Francisco,11.99,2015
Fantasy Flight Games,6.99,2014
Dissident Logic,9.99,2015
"Redlynx, In Collaboration With  Ubisoft Shanghai, Ubisoft Kiev",4.99,2015
Districtteam,0.99,2017
House Of Tales,9.99,2010
Runserver,1.99,2015
Fallenmaster,2.99,2015
Sometimes You,0.99,2015
"Thomas Schreiter,Dirk Schreiter,Jörg Winterstein,Peer Draeger,Gereon Bartel",8.99,2015
Daniel Davies,4.99,2015
"Conor Strejcek,Daniel Davies",2.99,2015
Veao Simulations,39.99,2015
"Microprose Software, Inc",6.99,1994
"Microprose Software, Inc",6.99,1992
Croteam,2.99,2015
